,選手名,球団,一軍,防御率,勝,負,S,奪三振,試合数,投球回,奪三振率,投球数,打者数,被安打,被本塁打,与四球,与死球,敬遠,失点,自責点,完投,完封,無四球,被打率,QS率,援護点,援護率,WHIP,UP打数,UP被安打,UP被打率,UP被本塁打,最高球速,最低球速,球速差,year,get_out
155,ロマン,ヤ,○,4.24,3,6,1,44,30,632/3,6.22,1127,290,68,4,27,7,2,35,30,0,0,0,.279,28.57%,19,5.03,1.46,115,39,.339,4,149,116,33,2013,191.0
156,徳山武陽,ヤ,,4.42,0,2,0,8,5,181/3,3.93,331,83,13,3,13,3,0,12,9,0,0,0,.203,25.00%,5,2.50,1.42,29,3,.103,2,145,116,29,2013,55.0
157,八木亮祐,ヤ,○,4.44,5,13,0,122,26,152,7.22,2730,667,169,18,59,2,2,77,75,1,1,1,.289,46.15%,64,3.56,1.49,297,90,.303,6,149,88,61,2013,456.0
158,阿部健太,ヤ,,4.50,1,0,0,18,18,20,8.10,317,83,19,3,5,0,0,10,10,0,0,0,.247,0.00%,0,0.00,1.20,3,0,.000,0,144,110,34,2013,60.0
159,古野正人,ヤ,,4.65,1,2,0,15,10,31,4.35,493,135,31,5,18,1,1,17,16,0,0,0,.274,60.00%,8,2.67,1.55,56,20,.357,2,144,105,39,2013,93.0
160,押本健彦,ヤ,○,4.94,2,4,0,19,26,31,5.52,570,140,36,1,13,1,0,19,17,0,0,0,.293,0.00%,0,0.00,1.58,28,10,.357,1,146,103,43,2013,93.0
161,村中恭兵,ヤ,,5.00,5,9,0,65,25,1112/3,5.24,2030,520,139,12,55,8,1,65,62,0,0,0,.317,33.33%,45,3.79,1.73,237,79,.333,6,152,113,39,2013,335.0
162,江村将也,ヤ,,5.40,3,0,0,24,31,262/3,8.10,449,122,33,5,11,2,0,18,16,0,0,0,.317,0.00%,0,0.00,1.65,8,1,.125,1,147,106,41,2013,80.0
163,松岡健一,ヤ,○,5.73,3,3,0,64,34,66,8.73,1221,299,73,12,26,3,0,48,42,1,1,0,.282,42.86%,26,6.16,1.50,99,24,.242,2,147,106,41,2013,198.0
164,バーネット,ヤ,○,6.02,1,8,7,62,47,401/3,13.83,747,176,36,4,19,2,2,29,27,0,0,0,.238,0.00%,0,0.00,1.31,68,19,.279,1,154,102,52,2013,121.0
165,増渕竜義,ヤ,,6.75,0,0,0,3,5,51/3,5.06,114,29,8,0,3,0,0,5,4,0,0,0,.348,0.00%,0,0.00,2.06,0,0,.000,0,141,101,40,2013,16.0
166,赤川克紀,ヤ,,6.98,0,5,0,26,9,40,5.85,687,186,44,5,23,3,0,33,31,0,0,0,.289,11.11%,17,3.48,1.68,88,27,.307,2,141,113,28,2013,120.0
167,中澤雅人,ヤ,,7.94,0,2,0,8,3,111/3,6.35,268,63,19,4,11,0,0,13,10,0,0,0,.380,0.00%,12,8.31,2.65,26,10,.385,1,137,106,31,2013,34.0
168,ラルー,ヤ,,9.00,0,2,0,14,5,22,5.73,457,115,37,1,11,1,0,26,22,0,0,0,.366,20.00%,20,7.83,2.18,52,17,.327,1,150,117,33,2013,66.0
169,日高亮,ヤ,,16.20,0,1,0,1,2,12/3,5.40,39,10,3,0,2,0,0,3,3,0,0,0,.429,0.00%,0,0.00,3.00,2,1,.500,0,141,119,22,2013,5.0
170,松井光介,ヤ,,72.00,0,0,0,1,2,1,9.00,44,11,7,1,1,0,0,8,8,0,0,0,.700,0.00%,0,0.00,8.00,0,0,.000,0,142,124,18,2013,3.0
171,ロマン,ヤ,,0.56,1,0,5,9,16,16,5.06,241,65,11,0,7,1,0,2,1,0,0,0,.196,0.00%,0,0.00,1.13,15,5,.333,0,150,113,37,2014,48.0
172,中澤雅人,ヤ,○,1.57,1,0,0,20,24,23,7.83,404,98,20,1,10,0,1,5,4,0,0,0,.235,0.00%,0,0.00,1.26,21,7,.333,0,143,110,33,2014,69.0
173,秋吉亮,ヤ,○,2.28,3,4,5,62,61,71,7.86,1109,276,52,10,19,0,2,20,18,0,0,0,.209,0.00%,4,2.77,0.97,123,29,.236,7,150,114,36,2014,213.0
174,岩橋慶侍,ヤ,,2.57,1,0,1,13,17,14,8.36,279,67,18,0,7,0,1,5,4,0,0,0,.310,0.00%,0,0.00,1.71,21,4,.190,0,144,121,23,2014,42.0
175,バーネット,ヤ,,3.34,1,2,14,42,33,321/3,11.69,573,132,27,4,11,0,2,12,12,0,0,0,.229,0.00%,0,0.00,1.11,72,18,.250,2,156,116,40,2014,97.0
176,杉浦稔大,ヤ,,3.52,2,2,0,28,4,23,10.96,379,92,23,5,2,1,0,9,9,0,0,0,.264,50.00%,8,3.00,1.09,32,10,.313,4,145,109,36,2014,69.0
177,山本哲哉,ヤ,○,3.55,3,4,3,22,52,452/3,4.34,765,207,54,4,18,2,0,21,18,0,0,0,.303,0.00%,0,0.00,1.58,62,26,.419,3,149,111,38,2014,137.0
178,小川泰弘,ヤ,○,3.66,9,6,0,108,17,1081/3,8.97,1821,469,119,13,22,3,0,52,44,0,0,0,.273,58.82%,60,4.70,1.30,184,44,.239,3,150,111,39,2014,325.0
179,村中恭兵,ヤ,,3.79,2,2,0,22,7,352/3,5.55,588,152,34,2,12,1,0,17,15,0,0,0,.248,66.67%,24,6.17,1.29,54,15,.278,2,146,112,34,2014,107.0
180,八木亮祐,ヤ,,3.91,5,6,0,76,23,1032/3,6.60,1805,461,119,10,41,2,3,50,45,1,0,0,.292,47.06%,51,4.59,1.51,190,54,.284,7,149,88,61,2014,311.0
181,七條祐樹,ヤ,,4.28,2,1,0,15,10,271/3,4.94,430,117,27,3,11,0,0,13,13,1,0,0,.270,100.00%,5,2.81,1.39,27,6,.222,1,148,104,44,2014,82.0
182,石山泰稚,ヤ,○,4.53,3,8,0,79,35,1091/3,6.50,1880,480,111,15,46,3,5,59,55,0,0,0,.266,42.86%,28,2.90,1.39,190,58,.305,9,149,101,48,2014,328.0
183,ナーブソン,ヤ,,4.53,4,11,0,96,24,137,6.31,2256,593,136,16,53,2,0,75,69,1,0,0,.265,58.33%,58,3.55,1.38,252,64,.254,6,149,104,45,2014,411.0
184,カーペンター,ヤ,,4.73,1,2,3,27,32,321/3,7.52,582,144,30,3,24,3,4,18,17,0,0,0,.265,0.00%,0,0.00,1.55,34,8,.235,1,157,116,41,2014,97.0
185,石川雅規,ヤ,,4.75,10,10,0,101,27,165,5.51,2620,725,181,20,49,6,1,97,87,2,2,0,.278,44.44%,112,5.83,1.39,303,86,.284,13,139,92,47,2014,495.0
186,松岡健一,ヤ,○,5.12,3,3,0,35,39,51,6.18,829,218,52,6,20,2,1,32,29,0,0,0,.272,50.00%,8,6.55,1.39,36,14,.389,0,150,107,43,2014,153.0
187,徳山武陽,ヤ,,5.32,1,1,0,15,7,22,6.14,374,97,19,3,12,2,0,13,13,0,0,0,.238,33.33%,8,4.80,1.41,31,9,.290,0,149,89,60,2014,66.0
188,古野正人,ヤ,○,5.35,3,4,0,47,17,69,6.13,1175,316,92,10,29,1,0,47,41,0,0,0,.326,36.36%,34,4.86,1.75,105,37,.352,4,146,100,46,2014,207.0
189,久古健太郎,ヤ,○,5.61,1,3,0,22,46,332/3,5.88,581,156,39,4,13,4,0,21,21,0,0,0,.291,0.00%,0,0.00,1.54,33,11,.333,2,141,109,32,2014,101.0
190,江村将也,ヤ,,5.74,0,1,0,13,19,152/3,7.47,273,69,17,4,4,2,0,11,10,0,0,0,.283,0.00%,0,0.00,1.34,4,1,.250,1,148,117,31,2014,47.0
191,山中浩史,ヤ,,6.75,0,0,0,7,9,102/3,5.91,185,52,17,4,4,0,1,8,8,0,0,0,.354,0.00%,0,0.00,1.88,1,1,1.000,1,125,99,26,2014,32.0
192,木谷良平,ヤ,,7.26,4,6,0,35,21,62,5.08,1105,288,72,8,33,2,0,50,50,0,0,0,.295,36.36%,37,5.74,1.69,115,35,.304,4,147,96,51,2014,186.0
193,赤川克紀,ヤ,,7.45,0,2,0,16,14,29,4.97,553,140,41,6,18,0,1,25,24,0,0,0,.357,0.00%,0,0.00,2.00,7,3,.429,1,145,116,29,2014,87.0
194,真田裕貴,ヤ,,7.71,0,1,0,7,12,161/3,3.86,269,73,24,3,2,0,0,14,14,0,0,0,.353,0.00%,0,0.00,1.59,5,3,.600,0,143,103,40,2014,49.0
195,新垣渚,ヤ,○,7.88,0,2,0,6,3,8,6.75,161,44,14,0,5,2,0,8,7,0,0,0,.389,0.00%,3,3.00,2.38,13,6,.462,0,148,116,32,2014,24.0
196,押本健彦,ヤ,,11.57,0,0,0,6,6,7,7.71,153,36,11,2,3,1,0,9,9,0,0,0,.355,0.00%,0,0.00,2.00,4,1,.250,0,147,102,45,2014,21.0
197,阿部健太,ヤ,,13.81,0,0,0,11,11,141/3,6.91,275,74,25,4,8,0,0,22,22,0,0,0,.385,0.00%,0,0.00,2.30,0,0,.000,0,145,112,33,2014,43.0
198,日高亮,ヤ,,27.00,0,0,0,0,1,02/3,0.00,13,4,1,1,1,0,0,2,2,0,0,0,.500,0.00%,0,0.00,3.00,0,0,.000,0,137,121,16,2014,2.0
199,寺田哲也,ヤ,,0.00,0,0,0,3,1,3,9.00,74,16,2,0,4,1,0,0,0,0,0,0,.182,0.00%,0,0.00,2.00,11,2,.182,0,145,96,49,2015,9.0
200,風張蓮,ヤ,,0.00,0,0,0,0,1,01/3,0.00,8,2,0,0,0,1,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,1,0,.000,0,145,116,29,2015,1.0
201,バーネット,ヤ,○,1.29,3,1,41,56,59,622/3,8.04,919,246,37,1,19,3,0,10,9,0,0,0,.168,0.00%,0,0.00,0.89,126,14,.111,0,155,113,42,2015,188.0
202,オンドルセク,ヤ,○,2.05,5,2,0,62,72,701/3,7.93,1121,276,52,2,22,1,0,17,16,0,0,0,.207,0.00%,0,0.00,1.05,110,28,.255,1,156,102,54,2015,211.0
203,秋吉亮,ヤ,○,2.36,6,1,0,81,74,761/3,9.55,1238,305,51,6,28,6,3,24,20,0,0,0,.193,0.00%,0,0.00,1.00,73,11,.151,1,149,116,33,2015,229.0
204,ロマン,ヤ,○,2.40,5,5,0,58,61,782/3,6.64,1258,330,66,2,35,3,2,25,21,0,0,0,.230,0.00%,6,3.38,1.26,117,27,.231,1,151,93,58,2015,236.0
205,久古健太郎,ヤ,○,2.55,0,0,0,23,38,242/3,8.39,399,102,23,1,9,1,0,7,7,0,0,0,.267,0.00%,0,0.00,1.30,15,3,.200,0,139,110,29,2015,74.0
206,館山昌平,ヤ,,2.89,6,3,0,36,11,621/3,5.20,992,260,44,4,36,4,1,22,20,0,0,0,.210,45.45%,42,6.00,1.27,117,25,.214,3,149,116,33,2015,187.0
207,杉浦稔大,ヤ,○,2.92,1,3,0,25,7,37,6.08,636,164,35,2,21,0,1,12,12,0,0,0,.252,50.00%,10,2.43,1.49,103,27,.262,2,146,100,46,2015,111.0
208,中澤雅人,ヤ,,3.03,1,2,0,21,35,292/3,6.37,531,136,32,2,15,1,1,12,10,0,0,0,.274,0.00%,0,0.00,1.55,18,5,.278,0,142,106,36,2015,89.0
209,小川泰弘,ヤ,,3.11,11,8,0,128,27,168,6.86,2754,700,152,18,48,4,0,66,58,1,1,0,.241,70.37%,89,4.45,1.19,322,74,.230,8,149,104,45,2015,504.0
210,山本哲哉,ヤ,,3.12,0,0,0,11,17,171/3,5.71,262,72,20,1,2,1,0,6,6,0,0,0,.290,0.00%,0,0.00,1.27,5,2,.400,0,145,121,24,2015,52.0
211,山中浩史,ヤ,,3.24,6,2,0,20,9,50,3.60,712,210,54,5,7,5,0,21,18,1,1,0,.281,66.67%,34,5.56,1.22,101,23,.228,1,126,95,31,2015,150.0
212,石川雅規,ヤ,,3.31,13,9,0,90,25,1462/3,5.52,2276,598,150,16,28,3,1,59,54,1,1,1,.272,52.00%,80,4.68,1.21,274,79,.288,8,139,93,46,2015,440.0
213,松岡健一,ヤ,○,3.44,2,0,1,31,38,362/3,7.61,580,152,31,1,15,4,0,14,14,0,0,0,.237,0.00%,0,0.00,1.25,18,4,.222,1,149,113,36,2015,110.0
214,徳山武陽,ヤ,○,3.58,2,1,0,50,39,501/3,8.94,907,217,48,4,22,0,1,25,20,0,0,0,.261,0.00%,0,0.00,1.37,30,6,.200,1,148,101,47,2015,151.0
215,石山泰稚,ヤ,○,3.64,5,5,0,78,21,1111/3,6.31,1890,479,118,7,38,2,1,50,45,0,0,0,.278,57.89%,45,3.43,1.39,261,75,.287,5,148,106,42,2015,334.0
216,新垣渚,ヤ,,4.64,3,10,0,70,15,831/3,7.56,1401,367,89,13,36,2,1,48,43,0,0,0,.277,33.33%,24,2.45,1.49,173,50,.289,8,149,102,47,2015,250.0
217,成瀬善久,ヤ,,4.76,3,8,0,46,14,791/3,5.22,1331,339,83,16,21,1,0,46,42,0,0,0,.268,57.14%,33,3.54,1.31,142,38,.268,13,139,101,38,2015,238.0
218,古野正人,ヤ,,4.78,4,3,0,39,27,692/3,5.04,1172,307,91,6,18,5,0,38,37,0,0,0,.331,30.00%,27,4.58,1.56,100,36,.360,3,146,107,39,2015,209.0
219,八木亮祐,ヤ,,6.30,0,2,0,5,2,10,4.50,160,47,14,2,3,0,1,7,7,0,0,0,.350,0.00%,1,0.82,1.60,3,3,1.000,0,141,93,48,2015,30.0
220,木谷良平,ヤ,,9.00,0,0,0,2,2,3,6.00,59,15,6,2,0,0,0,3,3,0,0,0,.400,0.00%,0,0.00,2.00,0,0,.000,0,144,110,34,2015,9.0
221,岩橋慶侍,ヤ,,18.00,0,0,0,0,1,1,0.00,18,6,2,1,1,0,0,2,2,0,0,0,.500,0.00%,0,0.00,3.00,0,0,.000,0,141,128,13,2015,3.0
222,金伏ウーゴ,ヤ,,36.00,0,0,0,0,1,1,0.00,35,9,4,0,1,0,0,4,4,0,0,0,.500,0.00%,0,0.00,5.00,0,0,.000,0,149,119,30,2015,3.0
223,秋吉亮,ヤ,○,2.19,3,4,19,68,70,70,8.74,1122,279,50,6,15,6,3,17,17,0,0,0,.198,0.00%,0,0.00,0.89,93,19,.204,4,150,120,30,2016,210.0
224,オンドルセク,ヤ,,2.45,3,1,11,29,30,291/3,8.90,473,121,23,0,11,0,1,10,8,0,0,0,.215,0.00%,0,0.00,1.13,47,10,.213,0,153,111,42,2016,88.0
225,平井諒,ヤ,○,2.81,1,1,0,24,33,32,6.75,515,132,27,2,10,0,0,12,10,0,0,0,.223,0.00%,0,0.00,1.16,27,8,.296,0,154,122,32,2016,96.0
226,ルーキ,ヤ,,3.06,6,6,0,60,69,642/3,8.35,1050,277,66,6,20,5,1,26,22,0,0,0,.268,0.00%,0,0.00,1.31,114,27,.237,3,153,101,52,2016,194.0
227,近藤一樹,ヤ,,3.18,0,0,0,10,8,111/3,7.94,220,54,14,0,6,2,1,5,4,0,0,0,.318,0.00%,15,7.11,1.68,0,0,.000,0,148,101,47,2016,34.0
228,山中浩史,ヤ,,3.54,6,12,0,54,22,140,3.47,2070,578,140,17,20,9,2,56,55,3,1,2,.264,59.09%,43,2.63,1.13,279,77,.276,5,127,96,31,2016,420.0
229,中澤雅人,ヤ,○,3.54,1,0,0,11,19,201/3,4.87,289,87,17,3,6,3,1,8,8,0,0,0,.227,0.00%,0,0.00,1.08,2,0,.000,0,142,116,26,2016,61.0
230,松岡健一,ヤ,○,3.74,2,1,0,39,53,551/3,6.34,1025,246,54,4,31,3,2,25,23,0,0,0,.263,0.00%,0,0.00,1.50,10,1,.100,0,149,104,45,2016,166.0
231,村中恭兵,ヤ,○,3.90,7,3,0,51,52,67,6.85,1158,292,63,9,38,5,0,29,29,0,0,0,.265,0.00%,7,4.85,1.51,67,17,.254,1,150,108,42,2016,201.0
232,デイビーズ,ヤ,,4.39,4,5,0,64,15,82,7.02,1475,361,84,14,31,4,1,44,40,0,0,0,.263,33.33%,46,4.76,1.39,156,42,.269,7,146,112,34,2016,246.0
233,久古健太郎,ヤ,○,4.44,0,0,1,27,39,261/3,9.23,479,115,26,2,5,6,0,13,13,0,0,0,.255,0.00%,0,0.00,1.18,7,2,.286,0,145,110,35,2016,79.0
234,石川雅規,ヤ,○,4.47,8,8,0,52,20,1162/3,4.01,1834,500,126,15,33,2,1,59,58,0,0,0,.281,50.00%,57,4.17,1.35,188,57,.303,6,138,91,47,2016,350.0
235,小川泰弘,ヤ,○,4.50,8,9,0,114,25,158,6.49,2600,668,149,22,52,6,0,82,79,4,1,1,.251,52.00%,80,4.31,1.27,303,86,.284,13,149,110,39,2016,474.0
236,由規,ヤ,,4.56,2,3,0,18,5,252/3,6.31,492,120,26,1,20,1,0,16,13,0,0,0,.277,40.00%,12,4.00,1.79,57,13,.228,1,151,115,36,2016,77.0
237,成瀬善久,ヤ,,5.60,3,2,0,42,22,721/3,5.23,1267,319,82,13,27,5,1,46,45,0,0,0,.295,40.00%,40,6.21,1.49,124,32,.258,5,138,102,36,2016,217.0
238,原樹理,ヤ,,5.91,2,8,0,33,13,67,4.43,1107,298,80,4,25,5,0,45,44,0,0,0,.310,53.85%,25,3.04,1.57,100,36,.360,1,148,98,50,2016,201.0
239,中島彰吾,ヤ,,6.00,0,0,0,2,3,3,6.00,52,14,4,0,2,0,0,2,2,0,0,0,.333,0.00%,0,0.00,2.00,0,0,.000,0,148,119,29,2016,9.0
240,新垣渚,ヤ,,6.67,1,2,0,23,6,292/3,6.98,498,136,33,4,15,2,0,22,22,0,0,0,.289,33.33%,16,4.50,1.62,41,14,.341,1,145,103,42,2016,89.0
241,杉浦稔大,ヤ,,7.14,3,2,0,45,17,512/3,7.84,1005,252,75,6,25,1,2,43,41,0,0,0,.342,27.27%,32,5.76,1.90,94,39,.415,2,148,111,37,2016,155.0
242,館山昌平,ヤ,○,7.24,1,4,0,33,10,46,6.46,855,230,65,5,26,5,0,39,37,0,0,0,.340,0.00%,20,4.00,1.98,85,28,.329,1,149,116,33,2016,138.0
243,岩橋慶侍,ヤ,,7.24,0,1,0,10,14,132/3,6.59,252,64,14,2,9,0,1,12,11,0,0,0,.264,0.00%,0,0.00,1.61,5,1,.200,0,144,112,32,2016,41.0
244,石山泰稚,ヤ,○,7.31,1,0,0,10,13,16,5.63,261,71,23,2,1,0,0,13,13,0,0,0,.329,0.00%,0,0.00,1.50,3,1,.333,1,148,118,30,2016,48.0
245,ペレス,ヤ,,8.02,2,2,0,19,19,211/3,8.02,404,107,26,2,15,3,2,20,19,0,0,0,.306,0.00%,5,11.25,1.83,18,6,.333,0,152,123,29,2016,64.0
246,風張蓮,ヤ,,8.10,0,0,0,10,6,10,9.00,210,53,18,2,5,0,0,9,9,0,0,0,.391,0.00%,0,0.00,2.30,0,0,.000,0,148,112,36,2016,30.0
247,土肥寛昌,ヤ,,8.44,0,0,0,5,4,51/3,8.44,116,28,8,0,4,1,0,5,5,0,0,0,.364,0.00%,0,0.00,2.25,0,0,.000,0,148,110,38,2016,16.0
248,古野正人,ヤ,,9.45,0,2,0,8,6,131/3,5.40,240,64,20,3,6,0,0,14,14,0,0,0,.351,0.00%,1,1.00,1.95,29,8,.276,0,145,112,33,2016,40.0
249,八木亮祐,ヤ,,12.00,0,1,0,6,1,3,18.00,91,19,6,0,3,0,0,4,4,0,0,0,.400,0.00%,0,0.00,3.00,8,2,.250,0,138,100,38,2016,9.0
250,徳山武陽,ヤ,,12.46,0,0,0,3,3,41/3,6.23,71,21,6,1,3,0,0,6,6,0,0,0,.333,0.00%,0,0.00,2.08,2,1,.500,0,143,109,34,2016,13.0
251,竹下真吾,ヤ,,13.50,0,0,0,1,1,22/3,3.38,62,15,2,2,6,0,0,4,4,0,0,0,.250,0.00%,0,0.00,3.00,0,0,.000,0,143,116,27,2016,8.0
252,寺田哲也,ヤ,,27.00,0,1,0,0,2,2,0.00,78,15,4,0,5,1,0,6,6,0,0,0,.500,0.00%,0,0.00,4.50,3,2,.667,0,141,95,46,2016,6.0
253,木谷良平,ヤ,,27.00,0,0,0,1,1,02/3,13.50,21,5,2,0,1,0,0,2,2,0,0,0,.667,0.00%,0,0.00,4.50,0,0,.000,0,145,124,21,2016,2.0
254,伊藤拓郎,Ｄ,○,0.00,0,0,0,2,2,2,9.00,38,9,1,0,2,0,0,0,0,0,0,0,.167,0.00%,0,0.00,1.50,2,0,.000,0,142,118,24,2012,6.0
255,山口俊,Ｄ,○,1.74,1,2,22,62,60,62,9.00,1054,258,46,1,22,5,4,13,12,0,0,0,.207,0.00%,0,0.00,1.03,120,22,.183,1,156,121,35,2012,186.0
256,大原慎司,Ｄ,○,1.80,1,0,0,20,33,35,5.14,549,143,31,2,15,0,3,7,7,0,0,0,.244,0.00%,0,0.00,1.23,17,2,.118,0,144,114,30,2012,105.0
257,林昌範,Ｄ,,1.91,0,0,0,26,32,33,7.09,504,132,26,2,12,0,1,7,7,0,0,0,.222,0.00%,0,0.00,1.12,5,2,.400,0,148,113,35,2012,99.0
258,菊地和正,Ｄ,○,2.37,3,2,1,19,63,491/3,3.47,799,204,34,2,24,2,4,15,13,0,0,0,.205,0.00%,0,0.00,1.09,49,13,.265,1,148,100,48,2012,148.0
259,三浦大輔,Ｄ,○,2.86,9,9,0,107,25,1822/3,5.27,2848,738,160,15,48,3,4,61,58,6,1,1,.240,80.00%,72,3.36,1.12,329,78,.237,6,144,95,49,2012,548.0
260,加賀繁,Ｄ,○,2.86,0,2,0,45,61,44,9.20,677,175,34,4,11,2,2,14,14,0,0,0,.211,0.00%,0,0.00,0.98,59,12,.203,3,146,119,27,2012,132.0
261,高崎健太郎,Ｄ,○,3.20,7,10,0,97,24,1512/3,5.76,2497,643,155,9,40,4,0,63,54,2,0,0,.268,70.83%,51,2.82,1.29,279,79,.283,6,151,106,45,2012,455.0
262,藤江均,Ｄ,○,3.26,3,5,1,42,52,492/3,7.61,826,202,37,4,18,2,2,18,18,0,0,0,.210,0.00%,0,0.00,1.07,77,20,.260,2,151,112,39,2012,149.0
263,加賀美希昇,Ｄ,○,3.28,3,3,0,40,10,572/3,6.24,919,250,56,3,19,2,1,25,21,1,0,0,.256,66.67%,17,2.47,1.28,147,34,.231,2,149,92,57,2012,173.0
264,国吉佑樹,Ｄ,,3.67,4,12,0,95,19,1122/3,7.59,1982,498,108,10,59,2,2,57,46,1,1,0,.259,57.89%,30,2.27,1.46,207,51,.246,5,154,96,58,2012,338.0
265,小林太志,Ｄ,,3.74,2,3,0,44,35,77,5.14,1179,337,76,8,23,11,2,36,32,0,0,0,.261,20.00%,12,3.86,1.26,112,35,.313,3,148,114,34,2012,231.0
266,藤井秀悟,Ｄ,,3.75,7,7,0,40,16,84,4.29,1415,358,83,7,37,1,1,36,35,0,0,0,.267,18.75%,41,4.15,1.42,181,45,.249,4,141,110,31,2012,252.0
267,ジオ,Ｄ,,3.92,1,6,0,42,8,39,9.69,774,179,46,2,18,2,0,18,17,0,0,0,.293,50.00%,5,1.15,1.64,94,32,.340,1,151,120,31,2012,117.0
268,山本省吾,Ｄ,,4.46,1,4,0,15,6,341/3,3.93,588,154,36,5,15,1,1,18,17,1,1,1,.275,16.67%,12,3.00,1.46,70,16,.229,2,142,99,43,2012,103.0
269,田中健二朗,Ｄ,○,4.67,0,2,0,27,15,342/3,7.01,612,153,38,3,8,2,0,19,18,0,0,0,.275,0.00%,4,2.12,1.33,45,15,.333,0,143,103,40,2012,104.0
270,篠原貴行,Ｄ,,4.91,1,3,0,12,50,22,4.91,385,105,25,2,12,3,2,14,12,0,0,0,.301,0.00%,0,0.00,1.59,24,8,.333,0,142,110,32,2012,66.0
271,小杉陽太,Ｄ,○,5.01,1,0,0,26,17,321/3,7.24,549,139,34,1,9,4,1,19,18,0,0,0,.279,0.00%,4,3.00,1.30,25,6,.240,0,146,104,42,2012,97.0
272,ブランドン,Ｄ,,5.32,2,8,0,42,16,691/3,5.45,1183,301,66,3,29,3,0,43,41,0,0,0,.259,26.67%,18,2.22,1.37,135,36,.267,1,150,105,45,2012,208.0
273,佐藤祥万,Ｄ,○,6.43,0,0,0,4,6,7,5.14,101,31,9,1,3,0,0,5,5,0,0,0,.321,0.00%,0,0.00,1.71,8,2,.250,0,146,112,34,2012,21.0
274,牛田成樹,Ｄ,,6.43,0,0,0,10,5,7,12.86,131,34,10,1,5,0,0,5,5,0,0,0,.345,0.00%,0,0.00,2.14,0,0,.000,0,146,110,36,2012,21.0
275,ハミルトン,Ｄ,,7.43,0,0,0,8,9,131/3,5.40,232,59,16,2,5,0,1,11,11,0,0,0,.308,0.00%,0,0.00,1.50,2,1,.500,0,147,118,29,2012,40.0
276,須田幸太,Ｄ,,8.68,0,2,0,7,2,91/3,6.75,177,45,12,1,7,0,0,9,9,0,0,0,.353,0.00%,2,2.00,2.04,19,10,.526,0,143,109,34,2012,28.0
277,王溢正,Ｄ,,8.88,0,4,0,15,6,241/3,5.55,457,124,32,4,19,3,0,25,24,0,0,0,.344,0.00%,7,2.33,2.10,75,23,.307,2,146,105,41,2012,73.0
278,福田岳洋,Ｄ,,9.72,0,0,0,6,5,81/3,6.48,151,41,9,1,5,1,0,10,9,0,0,0,.265,0.00%,0,0.00,1.68,0,0,.000,0,146,114,32,2012,25.0
279,クレイマー,Ｄ,,10.80,0,1,0,5,2,81/3,5.40,183,48,17,2,6,0,0,10,10,0,0,0,.425,0.00%,2,2.00,2.76,17,6,.353,1,142,114,28,2012,25.0
280,江尻慎太郎,Ｄ,,13.50,0,0,0,3,2,4,6.75,67,20,7,2,3,0,0,6,6,0,0,0,.438,0.00%,0,0.00,2.50,0,0,.000,0,146,113,33,2012,12.0
281,阿斗里,Ｄ,,13.50,0,0,0,2,2,2,9.00,52,14,3,0,5,0,0,3,3,0,0,0,.375,0.00%,0,0.00,4.00,0,0,.000,0,143,105,38,2012,6.0
282,福山博之,Ｄ,,18.00,0,0,0,0,2,2,0.00,29,10,3,0,1,1,0,4,4,0,0,0,.375,0.00%,0,0.00,2.00,0,0,.000,0,146,103,43,2012,6.0
283,佐藤祥万,Ｄ,,1.23,0,0,0,3,8,71/3,3.68,134,32,8,0,5,0,0,1,1,0,0,0,.296,0.00%,0,0.00,1.77,2,2,1.000,0,143,112,31,2013,22.0
284,藤江均,Ｄ,○,1.27,3,1,0,21,25,281/3,6.67,400,109,20,0,5,1,0,5,4,0,0,0,.198,0.00%,0,0.00,0.88,25,9,.360,0,144,106,38,2013,85.0
285,ソーサ,Ｄ,○,1.79,3,4,19,54,55,601/3,8.06,1015,249,51,2,21,0,0,20,12,0,0,0,.228,0.00%,0,0.00,1.19,111,24,.216,0,157,125,32,2013,181.0
286,小林寛,Ｄ,○,2.76,2,1,0,38,24,582/3,5.83,1017,256,60,1,29,3,0,19,18,0,0,0,.283,20.00%,7,2.62,1.52,89,26,.292,0,146,93,53,2013,176.0
287,大原慎司,Ｄ,○,3.00,2,0,2,38,58,48,7.12,745,188,32,6,17,1,1,18,16,0,0,0,.194,0.00%,0,0.00,1.00,40,8,.200,1,143,113,30,2013,144.0
288,林昌範,Ｄ,,3.00,0,0,0,8,14,12,6.00,183,48,9,1,4,2,1,4,4,0,0,0,.225,0.00%,0,0.00,1.00,2,0,.000,0,144,113,31,2013,36.0
289,藤井秀悟,Ｄ,,3.54,6,5,0,61,21,117,4.69,1989,510,114,14,58,4,2,51,46,3,1,0,.262,38.10%,63,4.65,1.45,218,64,.294,9,140,110,30,2013,351.0
290,大田阿斗里,Ｄ,○,3.72,2,4,0,32,38,382/3,7.45,626,169,33,3,15,4,1,19,16,0,0,0,.231,0.00%,0,0.00,1.22,36,10,.278,1,150,110,40,2013,116.0
291,長田秀一郎,Ｄ,○,3.86,2,0,0,23,24,252/3,8.06,439,106,19,5,11,0,0,11,11,0,0,0,.202,0.00%,0,0.00,1.17,13,4,.308,0,148,116,32,2013,77.0
